title,category,confidence,timestamp,verified,processed
"Ivan Korčok: Robili zo mňa hungarofóba, teraz mám príležitosť ukázať, že som ním nikdy nebol",biased,0.3920931764673349,2025-12-03T14:51:01.821439,False,False
"Poloniny sú posledná rozprávková krajina, Taraba a Kuffa ju chcú zničiť",propaganda,0.3220035099989886,2025-12-03T14:51:01.943076,False,False
"Isté pozitívne humanitné hodnoty, ktoré majú povznášať",propaganda,0.5065037355944184,2025-12-03T14:51:02.017144,False,False
Natočil film o dedine zasiahnutej výstavbou nádrže Starina: Ľudia tam dodnes cítia krivdu,legitimate,0.7693629723525325,2025-12-03T14:51:02.097012,False,False
"Budeme tu vyrábať primárne Volvo, hovorí šéf rastúcej košickej automobilky",legitimate,0.7907541093368087,2025-12-03T14:51:02.172857,False,False
Kto tu má radikálny názor na Benešove dekréty?,misleading,0.6069667041456784,2025-12-03T14:51:02.248616,False,False
"Zlepšiť bezpečnosť na železnici pomôže aj zrušenie telefonovania medzi výpravcami a výhybkármi, radí ÚHP",legitimate,0.7728945647938187,2025-12-03T14:51:02.338849,False,False
MIMORIADNE: Polícia v Česku evakuuje školu pre hrozbu výbuchu nebezpečnej látky,legitimate,0.6612364331592097,2025-12-03T14:51:02.417461,False,False
Štát rozdáva peniaze na inovácie: Firmy môžu dostať na robotizáciu až 30-tisíc eur,clickbait,0.7171101748197994,2025-12-03T14:51:02.496328,False,False
Čo o tebe hovorí tvoj vysnívaný drink? Tento osobnostný test ti to ukáže jasnejšie než horoskopy,clickbait,0.3903175084541032,2025-12-03T14:51:02.583697,False,False
Kauza lustrovania Šimečkovej matky naberá na obrátkach. Hnutie Slovensko predložilo ďalšie dôkazy,legitimate,0.6091546915666768,2025-12-03T14:51:02.668659,False,False
"Mier blokuje jediný človek a ukončenie vojny závisí od Putina, tvrdí Rubio. Šéf americkej diplomacie prehovoril o rokovaniach v Kremli",biased,0.518872141659194,2025-12-03T14:51:02.769524,False,False
"Fico tvrdí, že energopomoc zastihne až 90 % domácností: Vláda schválila návrh, ktorý zastropuje ceny energií",biased,0.6052699519748469,2025-12-03T14:51:02.854364,False,False
"Štát môže žiadať vrátenie dôchodku: Kto nesplní tieto povinnosti, ten bude mať problém",clickbait,0.4510604494967166,2025-12-03T14:51:02.930474,False,False
Slovensko si vybojovalo výnimku pre ruský plyn. Európska únia ustúpila našim požiadavkám,misleading,0.6635685474808014,2025-12-03T14:51:03.006222,False,False
Po boku Rózsu na ministerstve obrany bude pôsobiť známy hudobník. Kaliňákov rezort najal ďalšieho umelca,biased,0.6989764010714793,2025-12-03T14:51:03.087990,False,False
Oči pod náporom obrazoviek slabnú. Hrsť týchto orieškov posilňuje zrak aj prirodzený štít proti modrému svetlu,clickbait,0.5654625374973307,2025-12-03T14:51:03.177796,False,False
Najlepšie nemocnice roka 2025 sú známe: Tieto zariadenia ovládli hodnotenie naprieč všetkými ukazovateľmi (REBRÍČEK),clickbait,0.6236974217553282,2025-12-03T14:51:03.256400,False,False
Novinárska obec smúti. Po ťažkej chorobe zomrel šéfredaktor SITA Martin Dargaj,legitimate,0.783135653182667,2025-12-03T14:51:03.340545,False,False
"Oplatí sa živnostníkovi prejsť na s. r. o.? Odborníčka jasne definuje podmienky v roku 2026, na toto sa priprav",clickbait,0.7146211358397206,2025-12-03T14:51:03.428089,False,False
"Političky žiadajú hlavu Lajčáka: Ľudia, ktorí sa stýkali s Epsteinom, skončili vo verejných funkciách všade vo svete",conspiracy,0.2107113292098722,2025-12-03T14:51:04.008646,False,False
Pohoda 2026 hlási ďalšiu posilu: Na Slovensko príde jedna z najvýraznejších tvárí súčasného rapu,clickbait,0.7512990435605738,2025-12-03T14:51:04.169085,False,False
V Slovenskej filharmónii sa predstaví T. Kováč,legitimate,0.6878184525102917,2025-12-03T14:52:30.999269,False,False
Opozícia: Podanie žaloby na ukončenie dovozu ruského plynu bude hanbou,biased,0.5260279057878896,2025-12-03T14:52:31.134305,False,False
"Súd: Proces v kauze Mýtnik pokračuje, čítajú sa záverečné reči",legitimate,0.60828183655027,2025-12-03T14:52:31.228819,False,False
OSN: Jeden zo štyroch Afgancov trpí zdravotným postihnutím,legitimate,0.6724125906323373,2025-12-03T14:52:31.339348,False,False
Maďarsko napadne zákaz dovozu ruského plynu na Súdnom dvore EÚ,legitimate,0.6144853948003024,2025-12-03T14:52:40.771590,False,False
"Oplatí sa živnostníkovi prejsť na s. r. o.? Odborníčka jasne definuje podmienky v roku 2026, na toto sa priprav",clickbait,0.7146211358397206,2025-12-03T14:51:03.428089,False,False
Za 3 eurá vyhral 480-tisíc eur. Slovák získal v súťaži rentu 4-tisíc eur mesačne na celé desaťročie,clickbait,0.6805700504782587,2025-12-03T14:51:03.513729,False,False
"Izrael nasadzuje Iron Beam, prvý bojový laser na svete. Nová zbraň má zastaviť drony za pár sekúnd",clickbait,0.3933969819047535,2025-12-03T14:51:03.614278,False,False
Studený Mesiac predvedie magické nebeské divadlo: Posledný supermesiac naplní svoju fázu už čoskoro,clickbait,0.4547754528251308,2025-12-03T14:51:03.693822,False,False
10 mladých talentov môže zmeniť smerovanie Slovenska: Impact Summit #nextgen predstavil účastníkov,clickbait,0.6800390189013825,2025-12-03T14:51:03.766371,False,False
Legenda z Karpát ozdobí sviatočný stôl,clickbait,0.5897798361149112,2025-12-03T14:51:03.841413,False,False
"Slováci vlastnia najviac nehnuteľností v EÚ, no stále žijú v preplnených domácnostiach, ukázal prieskum",misleading,0.2874428316350017,2025-12-03T14:51:03.922957,False,False
"Budú Vianoce na ľade alebo na blate: Aké počasie môžeme očakávať počas sviatkov, ukazujú najnovšie predpovede",clickbait,0.5123366043455388,2025-12-03T14:51:04.091301,False,False
"Neurológ prezrádza jednu vec, ktorá udrží mozog mladým aj v 90-ke. Nemá nič spoločné s cvičením ani diétou",clickbait,0.2950202555923408,2025-12-03T14:51:04.254893,False,False
"Je rozhodnuté: Európa sa odstrihne od ruského plynu, Slovensko a Maďarsko dostanú špeciálny plán",misleading,0.6669574396312449,2025-12-03T14:51:04.335004,False,False
Predĺžili sme Cyber Monday 2025: Získaj 5 portálov Startitup Group s neobmedzeným PREMIUM obsahom za rekordných 24 €,clickbait,0.4593740137720285,2025-12-03T14:51:04.437851,False,False
Opozícia upozorňuje na reputačné riziko v súvislosti s Quang Le Hongom,legitimate,0.6808165592891966,2025-12-03T14:52:30.836753,False,False
Uvoľneného postu asistenta trénera sa vo Zvolene ujal Garip Saliji,legitimate,0.7033398992828638,2025-12-03T14:52:30.898755,False,False
V Chorvátsku obvinili ľudí z predaja milióna falošných testov na covid,legitimate,0.5806497379782809,2025-12-03T14:52:30.945266,False,False
Egypt: Priechod Rafah musí byť pre Palestínčanov otvorený obojsmerne,legitimate,0.4911584468425511,2025-12-03T14:52:31.076776,False,False
Reuters: Ukrajina pri útoku v Rusku opäť zasiahla ropovod Družba,legitimate,0.8298574990136672,2025-12-03T14:52:31.174305,False,False
V stredajších rozplavbách na ME v plávaní bola úspešná iba Potocká,legitimate,0.6815406139678263,2025-12-03T14:52:31.279823,False,False
Rakúska ekonomika sa podľa spoločnosti UniCredit dostala z recesie,legitimate,0.6639164798238988,2025-12-03T14:52:31.394349,False,False
